立委,行程日期,開始時間（選填）,結束時間（選填）,行程分類,行程名稱,行程敘述（選填）,相關連結（選填）,行程地點,媒體類型（選填）,媒體連結（選填）
洪慈庸,2017-01-30,9:00:00,,媒體公關,紅包發放拜年行程,,,后里鎮安宮,,
洪慈庸,2017-01-29,8:50:00,,媒體公關,紅包發放拜年行程,,,潭子潭水亭觀音廟,,
洪慈庸,2017-01-29,10:20:00,,媒體公關,紅包發放拜年行程,,,大雅永興宮,,
洪慈庸,2017-01-29,11:10:00,,媒體公關,紅包發放拜年行程,,,神岡社口萬興宮,,
洪慈庸,2017-01-29,12:00:00,,媒體公關,紅包發放拜年行程,,,神岡大明宮,,
洪慈庸,2017-01-28,8:00:00,,媒體公關,紅包發放拜年行程,,,潭子頭家厝得天宮,,
洪慈庸,2017-01-28,8:50:00,,媒體公關,紅包發放拜年行程,,,神岡豐洲寮福宮,,
洪慈庸,2017-01-28,9:30:00,,媒體公關,紅包發放拜年行程,,,后里后義宮,,
洪慈庸,2017-01-28,10:30:00,,媒體公關,紅包發放拜年行程,,,后里月眉慈賢宮,,
洪慈庸,2017-01-24,,,地方事務,拜訪「惠明盲校」,與林全院長、林佳龍市長、徐永明委員及衛福部的夥伴們一起來到大雅區的「惠明盲校」。,,大雅區,,
洪慈庸,2017-01-22,,,地方事務,寒士30吃飽辦桌,與大雅在地的高和春貴慈善基金會共同捐贈物資,,台中,,
洪慈庸,2017-01-17,,,媒體公關,參加民視節目,民視看正晶邀請，聊聊身為「小黨」一員，這一年在國會打滾跌撞的心得，和各自對未來國會和各項改革法案的期待。節目將在初六（2/2）晚上8點播出,,,,
洪慈庸,2017-01-11,,,媒體公關,尼加拉瓜奧德嘉總統就職典禮,,,,,
洪慈庸,2017-01-18,10:41:32,10:44:33,國會事務,第9屆第2會期第1次臨時會第2次會議（院會）,,,立法院,,
洪慈庸,2016-12-29,9:30:01,9:42:54,國會事務,立法院第9屆第2會期社會福利及衛生環境委員會第24次全體委員會議,事由：邀請勞動部及行政院公共工程委員會就「因應大溪高中重大職災事件，三名死亡工作者未參加勞保，可能被認定為非職災事故。然而另二名死亡工作者則因有加入勞保而可認定為職災，造成同一工作場所事故卻同時存在職災與非職災的案例。爰就未加勞保勞工不幸發生職業災害，如何才能領取職業災害勞工保護法法定職災補助？我國職災勞工保護法施行成效及勞動部如何落實職災勞工保障」列席報告，並備質詢。,,立法院,,
洪慈庸,2016-12-22,9:25:42,9:36:55,國會事務,立法院第9屆第2會期社會福利及衛生環境委員會第23次全體委員會議,事由：審查（一）本院委員鍾孔炤等18人擬具「勞資爭議處理法第六條條文修正草案」、（二）委員林德福等24人擬具「勞資爭議處理法第六十五條條文修正草案」、（三）時代力量黨團擬具「勞資爭議處理法第四十三條條文修正草案」等3案。,,立法院,,
洪慈庸,2016-12-21,9:12:17,9:24:40,國會事務,立法院第9屆第2會期社會福利及衛生環境、財政二委員會第1次聯席會議,事由：審查（一）行政院函請審議「長期照顧服務法部分條文修正草案」案、（二）本院委員顏寬恒等16人擬具「長期照顧服務法部分條文修正草案」等2案。,,立法院,,
洪慈庸,2016-12-15,9:45:23,10:00:29,國會事務,立法院第9屆第2會期社會福利及衛生環境委員會第21次全體委員會議,事由：邀請勞動部、交通部、原住民族委員會、行政院公共工程委員會、內政部營建署、內政部移民署、內政部警政署、經濟部工業局就「影響原住民族勞動權益專案報告─政府部門對原住民勞動條件、就業服務、職業訓練及職業災害等相關措施檢討；引進外籍勞工對原住民就業權益及勞動條件之影響；政府如何保障原住民勞動權益進而提升原住民勞工福祉」列席報告，並備質詢。,,立法院,,
洪慈庸,2016-12-08,9:22:11,9:34:11,國會事務,立法院第9屆第2會期社會福利及衛生環境委員會第20次全體委員會議,事由：邀請行政院環境保護署署長就「建構綠能永續新世代垃圾處理計畫（焚化爐延役相關計畫）」列席報告，並備質詢。,,立法院,,
洪慈庸,2016-12-07,9:50:14,10:01:46,國會事務,立法院第9屆第2會期社會福利及衛生環境委員會第19次全體委員會議,事由：一、審查(一)本院民進黨黨團擬具「全民健康保險法第二十七條及第一百零四條條文修正草案」、(二) 親民黨黨團擬具「全民健康保險法第九條、第十條及第二十七條條文修正草案」等2案。 二、審查本院委員吳玉琴等18人擬具「口腔健康法部分條文修正草案」案。 三、審查(一)行政院函請審議「助產人員法部分條文修正草案」、(二)委員王育敏等16人擬具「助產人員法第十二條、第十二條之一及第三十五條條文修正草案」、(三)委員顏寬恒等17人擬具「助產人員法第四條、第十二條及第四十五條條文修正草案」等3案。,,立法院,,
洪慈庸,2016-12-06,,,國會事務,第9屆第2會期第13次會議（院會）,事由：一、2日上午9時至10時進行國是論壇。二、討論事項：詳見議事日程。三、6日下午5時至6時處理臨時提案。,,立法院,,
